Event ID,District,Disease,Start Date,End Date,Duration,Peak Cases,Peak Z-score,Highest Risk,Medium Days,High Days,Critical Days,Start Month
EVT-0235,Kasaragod,Chikungunya,2025-06-21,2025-06-21,1,1,2.1984843263788205,Medium,1,0,0,2025-06
EVT-0236,Kasaragod,Chikungunya,2025-07-05,2025-07-05,1,1,2.506657801402764,High,0,1,0,2025-07
EVT-0237,Kasaragod,Chikungunya,2025-07-13,2025-07-13,1,1,2.506657801402764,High,0,1,0,2025-07
EVT-0238,Kasaragod,Chikungunya,2025-07-21,2025-07-21,1,1,2.9495762407505257,High,0,1,0,2025-07
EVT-0239,Kasaragod,Chikungunya,2025-07-27,2025-07-27,1,1,2.506657801402764,High,0,1,0,2025-07
EVT-0240,Kasaragod,Chikungunya,2025-08-11,2025-08-11,1,1,2.506657801402764,High,0,1,0,2025-08
EVT-0241,Kasaragod,Chikungunya,2025-08-17,2025-08-17,1,1,2.506657801402764,High,0,1,0,2025-08
EVT-0242,Kasaragod,Chikungunya,2025-08-22,2025-08-22,1,1,2.506657801402764,High,0,1,0,2025-08
EVT-0243,Kasaragod,Chikungunya,2025-08-25,2025-08-25,1,1,2.1984843263788205,Medium,1,0,0,2025-08
EVT-0244,Kasaragod,Chikungunya,2025-09-15,2025-09-15,1,1,2.506657801402764,High,0,1,0,2025-09
EVT-0245,Kasaragod,Chikungunya,2025-09-18,2025-09-18,1,1,2.506657801402764,High,0,1,0,2025-09
EVT-0246,Kasaragod,Chikungunya,2025-09-21,2025-09-21,1,1,2.506657801402764,High,0,1,0,2025-09
EVT-0247,Kasaragod,Chikungunya,2025-09-26,2025-09-26,1,1,2.506657801402764,High,0,1,0,2025-09
EVT-0248,Kasaragod,Chikungunya,2025-10-13,2025-10-13,1,1,2.1984843263788205,Medium,1,0,0,2025-10
EVT-0249,Kasaragod,Chikungunya,2025-11-10,2025-11-10,1,1,3.6787679096857064,Critical,0,0,1,2025-11
EVT-0250,Kasaragod,Chikungunya,2025-11-21,2025-11-21,1,1,3.6787679096857064,Critical,0,0,1,2025-11
EVT-0251,Kasaragod,Chikungunya,2025-12-07,2025-12-07,1,1,2.9495762407505257,High,0,1,0,2025-12
EVT-0252,Kasaragod,Chikungunya,2025-12-21,2025-12-21,1,1,3.6787679096857064,Critical,0,0,1,2025-12
EVT-0253,Kasaragod,Common Cold,2025-01-01,2025-01-01,1,1,2.198484326378819,Medium,1,0,0,2025-01
EVT-0254,Kasaragod,Common Cold,2025-01-26,2025-01-26,1,1,2.198484326378819,Medium,1,0,0,2025-01
EVT-0255,Kasaragod,Common Cold,2025-02-01,2025-02-01,1,1,2.5066578014027625,High,0,1,0,2025-02
EVT-0256,Kasaragod,Common Cold,2025-02-15,2025-02-15,1,1,2.949576240750524,High,0,1,0,2025-02
EVT-0257,Kasaragod,Common Cold,2025-02-24,2025-02-24,1,1,2.5066578014027625,High,0,1,0,2025-02
EVT-0258,Kasaragod,Common Cold,2025-03-09,2025-03-09,1,1,2.949576240750524,High,0,1,0,2025-03
EVT-0259,Kasaragod,Common Cold,2025-03-20,2025-03-20,1,1,2.949576240750524,High,0,1,0,2025-03
EVT-0260,Kasaragod,Common Cold,2025-04-01,2025-04-01,1,1,2.949576240750524,High,0,1,0,2025-04
EVT-0261,Kasaragod,Common Cold,2025-04-18,2025-04-18,1,2,4.299366563289114,Critical,0,0,1,2025-04
EVT-0262,Kasaragod,Common Cold,2025-05-02,2025-05-02,1,1,2.235592167732194,Medium,1,0,0,2025-05
EVT-0263,Kasaragod,Common Cold,2025-06-03,2025-06-03,1,1,3.678767909685703,Critical,0,0,1,2025-06
EVT-0264,Kasaragod,Common Cold,2025-06-10,2025-06-10,1,1,2.9495762407505244,High,0,1,0,2025-06
EVT-0265,Kasaragod,Common Cold,2025-06-15,2025-06-15,1,1,2.9495762407505244,High,0,1,0,2025-06
EVT-0266,Kasaragod,Common Cold,2025-06-21,2025-06-21,1,1,2.5066578014027625,High,0,1,0,2025-06
EVT-0267,Kasaragod,Common Cold,2025-07-03,2025-07-03,1,1,2.5066578014027625,High,0,1,0,2025-07
EVT-0268,Kasaragod,Common Cold,2025-07-12,2025-07-12,1,1,2.5066578014027625,High,0,1,0,2025-07
EVT-0269,Kasaragod,Common Cold,2025-07-20,2025-07-20,1,1,2.5066578014027625,High,0,1,0,2025-07
EVT-0270,Kasaragod,Common Cold,2025-07-27,2025-07-27,1,2,3.9757145654971637,Critical,0,0,1,2025-07
EVT-0271,Kasaragod,Common Cold,2025-08-03,2025-08-03,1,2,3.267609635080776,Critical,0,0,1,2025-08
EVT-0272,Kasaragod,Common Cold,2025-09-06,2025-09-06,1,1,2.1984843263788196,Medium,1,0,0,2025-09
EVT-0273,Kasaragod,Common Cold,2025-09-14,2025-09-14,1,1,2.1984843263788196,Medium,1,0,0,2025-09
EVT-0274,Kasaragod,Common Cold,2025-09-17,2025-09-17,1,1,2.1984843263788196,Medium,1,0,0,2025-09
EVT-0275,Kasaragod,Common Cold,2025-09-22,2025-09-22,1,2,3.71720957962065,Critical,0,0,1,2025-09
EVT-0276,Kasaragod,Common Cold,2025-10-24,2025-10-25,2,1,3.678767909685703,Critical,0,1,1,2025-10
EVT-0277,Kasaragod,Common Cold,2025-11-01,2025-11-01,1,1,2.5066578014027625,High,0,1,0,2025-11
EVT-0278,Kasaragod,Common Cold,2025-11-03,2025-11-03,1,2,3.9757145654971637,Critical,0,0,1,2025-11
EVT-0279,Kasaragod,Common Cold,2025-12-11,2025-12-11,1,1,2.19848432637882,Medium,1,0,0,2025-12
EVT-0280,Kasaragod,Common Cold,2025-12-21,2025-12-21,1,1,2.506657801402763,High,0,1,0,2025-12
EVT-0281,Kasaragod,Dengue,2025-01-03,2025-01-03,1,1,2.949576240750528,High,0,1,0,2025-01
EVT-0282,Kasaragod,Dengue,2025-01-08,2025-01-08,1,1,2.949576240750528,High,0,1,0,2025-01
EVT-0283,Kasaragod,Dengue,2025-01-11,2025-01-11,1,1,2.506657801402765,High,0,1,0,2025-01
EVT-0284,Kasaragod,Dengue,2025-02-20,2025-02-20,1,1,5.294651389216621,Critical,0,0,1,2025-02
EVT-0285,Kasaragod,Dengue,2025-02-24,2025-02-24,1,1,3.678767909685711,Critical,0,0,1,2025-02
EVT-0286,Kasaragod,Dengue,2025-03-03,2025-03-03,1,1,2.949576240750528,High,0,1,0,2025-03
EVT-0287,Kasaragod,Dengue,2025-03-19,2025-03-19,1,1,2.506657801402765,High,0,1,0,2025-03
EVT-0288,Kasaragod,Dengue,2025-04-06,2025-04-06,1,1,3.678767909685711,Critical,0,0,1,2025-04
EVT-0289,Kasaragod,Dengue,2025-04-13,2025-04-14,2,1,2.949576240750528,High,0,2,0,2025-04
EVT-0290,Kasaragod,Dengue,2025-05-05,2025-05-05,1,1,2.506657801402765,High,0,1,0,2025-05
EVT-0291,Kasaragod,Dengue,2025-05-13,2025-05-13,1,1,2.949576240750528,High,0,1,0,2025-05
EVT-0292,Kasaragod,Dengue,2025-06-04,2025-06-04,1,2,4.719583465212413,Critical,0,0,1,2025-06
EVT-0293,Kasaragod,Dengue,2025-06-22,2025-06-22,1,1,2.2355921677321957,Medium,1,0,0,2025-06
EVT-0294,Kasaragod,Dengue,2025-07-04,2025-07-04,1,1,2.949576240750528,High,0,1,0,2025-07
EVT-0295,Kasaragod,Dengue,2025-07-07,2025-07-08,2,1,2.5066578014027647,High,1,1,0,2025-07
EVT-0296,Kasaragod,Dengue,2025-08-07,2025-08-07,1,2,3.9757145654971655,Critical,0,0,1,2025-08
EVT-0297,Kasaragod,Dengue,2025-09-13,2025-09-14,2,1,2.198484326378821,Medium,2,0,0,2025-09
EVT-0298,Kasaragod,Dengue,2025-09-27,2025-09-27,1,1,2.949576240750528,High,0,1,0,2025-09
EVT-0299,Kasaragod,Dengue,2025-10-08,2025-10-08,1,2,3.975714565497166,Critical,0,0,1,2025-10
EVT-0300,Kasaragod,Dengue,2025-10-26,2025-10-26,1,2,3.4547610843095753,Critical,0,0,1,2025-10
EVT-0301,Kasaragod,Dengue,2025-11-17,2025-11-17,1,1,2.2355921677321957,Medium,1,0,0,2025-11
EVT-0302,Kasaragod,Dengue,2025-12-02,2025-12-02,1,1,3.6787679096857104,Critical,0,0,1,2025-12
EVT-0303,Kasaragod,Dengue,2025-12-08,2025-12-08,1,1,2.949576240750528,High,0,1,0,2025-12
EVT-0304,Kasaragod,Dengue,2025-12-14,2025-12-15,2,1,2.5066578014027647,High,1,1,0,2025-12
EVT-0305,Kasaragod,Dengue,2025-12-27,2025-12-27,1,1,2.198484326378821,Medium,1,0,0,2025-12
EVT-0306,Kasaragod,Flu,2025-01-05,2025-01-05,1,1,2.5066578014027634,High,0,1,0,2025-01
EVT-0307,Kasaragod,Flu,2025-01-12,2025-01-12,1,2,3.7172095796206506,Critical,0,0,1,2025-01
EVT-0308,Kasaragod,Flu,2025-01-25,2025-01-25,1,2,3.1085730764721453,Critical,0,0,1,2025-01
EVT-0309,Kasaragod,Flu,2025-02-12,2025-02-12,1,2,2.8525240058382497,High,0,1,0,2025-02
EVT-0310,Kasaragod,Flu,2025-03-21,2025-03-21,1,1,2.198484326378819,Medium,1,0,0,2025-03
EVT-0311,Kasaragod,Flu,2025-04-08,2025-04-08,1,1,2.198484326378819,Medium,1,0,0,2025-04
EVT-0312,Kasaragod,Flu,2025-04-13,2025-04-13,1,1,2.198484326378819,Medium,1,0,0,2025-04
EVT-0313,Kasaragod,Flu,2025-04-26,2025-04-26,1,1,2.5066578014027625,High,0,1,0,2025-04
EVT-0314,Kasaragod,Flu,2025-05-01,2025-05-01,1,1,2.198484326378819,Medium,1,0,0,2025-05
EVT-0315,Kasaragod,Flu,2025-06-14,2025-06-14,1,1,5.2946513892165985,Critical,0,0,1,2025-06
EVT-0316,Kasaragod,Flu,2025-06-16,2025-06-16,1,1,3.678767909685702,Critical,0,0,1,2025-06
EVT-0317,Kasaragod,Flu,2025-06-22,2025-06-22,1,1,2.949576240750524,High,0,1,0,2025-06
EVT-0318,Kasaragod,Flu,2025-06-24,2025-06-24,1,1,2.5066578014027625,High,0,1,0,2025-06
EVT-0319,Kasaragod,Flu,2025-07-01,2025-07-01,1,1,2.198484326378819,Medium,1,0,0,2025-07
EVT-0320,Kasaragod,Flu,2025-08-03,2025-08-05,3,1,3.678767909685702,Critical,0,2,1,2025-08
EVT-0321,Kasaragod,Flu,2025-08-19,2025-08-19,1,3,4.58822970783415,Critical,0,0,1,2025-08
EVT-0322,Kasaragod,Flu,2025-09-27,2025-09-27,1,1,2.949576240750523,High,0,1,0,2025-09
EVT-0323,Kasaragod,Flu,2025-10-01,2025-10-01,1,2,3.975714565497163,Critical,0,0,1,2025-10
EVT-0324,Kasaragod,Flu,2025-11-12,2025-11-12,1,1,2.198484326378819,Medium,1,0,0,2025-11
EVT-0325,Kasaragod,Flu,2025-11-24,2025-11-25,2,2,3.7172095796206497,Critical,0,1,1,2025-11
EVT-0326,Kasaragod,Malaria,2025-01-02,2025-01-02,1,1,2.506657801402764,High,0,1,0,2025-01
EVT-0327,Kasaragod,Malaria,2025-01-10,2025-01-10,1,1,2.1984843263788205,Medium,1,0,0,2025-01
EVT-0328,Kasaragod,Malaria,2025-01-24,2025-01-24,1,1,2.1984843263788205,Medium,1,0,0,2025-01
EVT-0329,Kasaragod,Malaria,2025-02-09,2025-02-09,1,1,2.1984843263788205,Medium,1,0,0,2025-02
EVT-0330,Kasaragod,Malaria,2025-03-24,2025-03-24,1,1,2.5066578014027643,High,0,1,0,2025-03
EVT-0331,Kasaragod,Malaria,2025-04-04,2025-04-05,2,2,3.7172095796206515,Critical,0,1,1,2025-04
EVT-0332,Kasaragod,Malaria,2025-05-20,2025-05-20,1,1,2.198484326378821,Medium,1,0,0,2025-05
EVT-0333,Kasaragod,Malaria,2025-06-12,2025-06-12,1,1,2.949576240750527,High,0,1,0,2025-06
EVT-0334,Kasaragod,Malaria,2025-06-15,2025-06-15,1,1,2.5066578014027643,High,0,1,0,2025-06
EVT-0335,Kasaragod,Malaria,2025-07-05,2025-07-05,1,1,2.949576240750527,High,0,1,0,2025-07
EVT-0336,Kasaragod,Malaria,2025-07-10,2025-07-10,1,2,3.9757145654971655,Critical,0,0,1,2025-07
EVT-0337,Kasaragod,Malaria,2025-08-26,2025-08-26,1,1,2.949576240750527,High,0,1,0,2025-08
EVT-0338,Kasaragod,Malaria,2025-09-04,2025-09-04,1,1,2.949576240750527,High,0,1,0,2025-09
EVT-0339,Kasaragod,Malaria,2025-10-07,2025-10-08,2,1,5.294651389216614,Critical,0,0,2,2025-10
EVT-0340,Kasaragod,Malaria,2025-10-16,2025-10-16,1,1,2.949576240750527,High,0,1,0,2025-10
EVT-0341,Kasaragod,Malaria,2025-11-07,2025-11-07,1,1,3.6787679096857087,Critical,0,0,1,2025-11
EVT-0342,Kasaragod,Malaria,2025-11-25,2025-11-25,1,2,4.719583465212412,Critical,0,0,1,2025-11
EVT-0343,Kasaragod,Typhoid,2025-01-08,2025-01-08,1,1,3.678767909685703,Critical,0,0,1,2025-01
EVT-0344,Kasaragod,Typhoid,2025-01-11,2025-01-11,1,1,3.678767909685703,Critical,0,0,1,2025-01
EVT-0345,Kasaragod,Typhoid,2025-01-15,2025-01-15,1,2,4.299366563289115,Critical,0,0,1,2025-01
EVT-0346,Kasaragod,Typhoid,2025-01-25,2025-01-25,1,2,2.9716377017783704,High,0,1,0,2025-01
EVT-0347,Kasaragod,Typhoid,2025-03-08,2025-03-08,1,1,2.5066578014027616,High,0,1,0,2025-03
EVT-0348,Kasaragod,Typhoid,2025-03-12,2025-03-12,1,1,2.5066578014027616,High,0,1,0,2025-03
EVT-0349,Kasaragod,Typhoid,2025-03-20,2025-03-20,1,1,2.5066578014027616,High,0,1,0,2025-03
EVT-0350,Kasaragod,Typhoid,2025-04-01,2025-04-01,1,2,3.975714565497163,Critical,0,0,1,2025-04
EVT-0351,Kasaragod,Typhoid,2025-05-02,2025-05-02,1,1,2.1984843263788187,Medium,1,0,0,2025-05
EVT-0352,Kasaragod,Typhoid,2025-05-06,2025-05-06,1,1,2.1984843263788187,Medium,1,0,0,2025-05
EVT-0353,Kasaragod,Typhoid,2025-05-15,2025-05-15,1,1,2.1984843263788187,Medium,1,0,0,2025-05
EVT-0354,Kasaragod,Typhoid,2025-06-03,2025-06-03,1,1,2.506657801402761,High,0,1,0,2025-06
EVT-0355,Kasaragod,Typhoid,2025-06-08,2025-06-08,1,1,2.506657801402761,High,0,1,0,2025-06
EVT-0356,Kasaragod,Typhoid,2025-06-12,2025-06-12,1,1,2.1984843263788187,Medium,1,0,0,2025-06
EVT-0357,Kasaragod,Typhoid,2025-07-05,2025-07-05,1,1,2.506657801402761,High,0,1,0,2025-07
EVT-0358,Kasaragod,Typhoid,2025-07-20,2025-07-20,1,1,3.678767909685699,Critical,0,0,1,2025-07
EVT-0359,Kasaragod,Typhoid,2025-08-20,2025-08-20,1,1,5.294651389216584,Critical,0,0,1,2025-08
EVT-0360,Kasaragod,Typhoid,2025-09-02,2025-09-02,1,1,3.678767909685699,Critical,0,0,1,2025-09
EVT-0361,Kasaragod,Typhoid,2025-09-06,2025-09-06,1,1,2.949576240750522,High,0,1,0,2025-09
EVT-0362,Kasaragod,Typhoid,2025-09-08,2025-09-08,1,1,2.506657801402761,High,0,1,0,2025-09
EVT-0363,Kasaragod,Typhoid,2025-09-11,2025-09-11,1,1,2.1984843263788187,Medium,1,0,0,2025-09
EVT-0364,Kasaragod,Typhoid,2025-09-21,2025-09-21,1,1,2.1984843263788187,Medium,1,0,0,2025-09
EVT-0365,Kasaragod,Typhoid,2025-10-08,2025-10-08,1,1,2.949576240750522,High,0,1,0,2025-10
EVT-0366,Kasaragod,Typhoid,2025-10-21,2025-10-21,1,2,4.719583465212407,Critical,0,0,1,2025-10
EVT-0367,Kasaragod,Typhoid,2025-12-11,2025-12-11,1,1,2.1984843263788183,Medium,1,0,0,2025-12
EVT-0368,Kasaragod,Typhoid,2025-12-25,2025-12-25,1,1,2.9495762407505204,High,0,1,0,2025-12
EVT-0369,Kasaragod,Typhoid,2025-12-27,2025-12-27,1,1,2.5066578014027603,High,0,1,0,2025-12
EVT-0370,Kasaragod,Viral Fever,2025-01-10,2025-01-10,1,1,2.9495762407505275,High,0,1,0,2025-01
EVT-0371,Kasaragod,Viral Fever,2025-01-18,2025-01-18,1,1,2.5066578014027647,High,0,1,0,2025-01
EVT-0372,Kasaragod,Viral Fever,2025-02-01,2025-02-01,1,1,2.9495762407505275,High,0,1,0,2025-02
EVT-0373,Kasaragod,Viral Fever,2025-02-20,2025-02-20,1,1,3.6787679096857087,Critical,0,0,1,2025-02
EVT-0374,Kasaragod,Viral Fever,2025-02-28,2025-02-28,1,1,2.9495762407505275,High,0,1,0,2025-02
EVT-0375,Kasaragod,Viral Fever,2025-03-08,2025-03-08,1,1,2.9495762407505275,High,0,1,0,2025-03
EVT-0376,Kasaragod,Viral Fever,2025-03-10,2025-03-10,1,1,2.5066578014027647,High,0,1,0,2025-03
EVT-0377,Kasaragod,Viral Fever,2025-03-20,2025-03-20,1,1,2.198484326378821,Medium,1,0,0,2025-03
EVT-0378,Kasaragod,Viral Fever,2025-03-26,2025-03-26,1,1,2.198484326378821,Medium,1,0,0,2025-03
EVT-0379,Kasaragod,Viral Fever,2025-05-09,2025-05-09,1,1,5.294651389216615,Critical,0,0,1,2025-05
EVT-0380,Kasaragod,Viral Fever,2025-05-19,2025-05-19,1,1,3.6787679096857087,Critical,0,0,1,2025-05
EVT-0381,Kasaragod,Viral Fever,2025-06-06,2025-06-06,1,1,2.9495762407505275,High,0,1,0,2025-06
EVT-0382,Kasaragod,Viral Fever,2025-06-16,2025-06-16,1,1,2.9495762407505275,High,0,1,0,2025-06
EVT-0383,Kasaragod,Viral Fever,2025-06-27,2025-06-27,1,1,2.9495762407505275,High,0,1,0,2025-06
EVT-0384,Kasaragod,Viral Fever,2025-07-10,2025-07-10,1,1,2.9495762407505275,High,0,1,0,2025-07
EVT-0385,Kasaragod,Viral Fever,2025-07-16,2025-07-16,1,1,2.9495762407505275,High,0,1,0,2025-07
EVT-0386,Kasaragod,Viral Fever,2025-07-18,2025-07-18,1,1,2.5066578014027647,High,0,1,0,2025-07
EVT-0387,Kasaragod,Viral Fever,2025-07-20,2025-07-20,1,1,2.198484326378821,Medium,1,0,0,2025-07
EVT-0388,Kasaragod,Viral Fever,2025-08-04,2025-08-04,1,1,2.198484326378821,Medium,1,0,0,2025-08
EVT-0389,Kasaragod,Viral Fever,2025-08-12,2025-08-12,1,2,3.7172095796206515,Critical,0,0,1,2025-08
EVT-0390,Kasaragod,Viral Fever,2025-09-14,2025-09-14,1,1,2.1984843263788214,Medium,1,0,0,2025-09
EVT-0391,Kasaragod,Viral Fever,2025-09-19,2025-09-19,1,2,4.299366563289117,Critical,0,0,1,2025-09
EVT-0392,Kasaragod,Viral Fever,2025-11-04,2025-11-04,1,1,2.9495762407505275,High,0,1,0,2025-11
EVT-0393,Kasaragod,Viral Fever,2025-11-07,2025-11-07,1,1,2.5066578014027647,High,0,1,0,2025-11
EVT-0394,Kasaragod,Viral Fever,2025-11-22,2025-11-22,1,1,2.9495762407505275,High,0,1,0,2025-11
EVT-0395,Kasaragod,Viral Fever,2025-12-04,2025-12-04,1,1,2.9495762407505275,High,0,1,0,2025-12
EVT-0396,Kasaragod,Viral Fever,2025-12-14,2025-12-14,1,1,2.9495762407505275,High,0,1,0,2025-12
EVT-0397,Kasaragod,Viral Fever,2025-12-17,2025-12-17,1,1,2.5066578014027647,High,0,1,0,2025-12
EVT-0398,Kozhikode,Chickenpox,2025-02-01,2025-02-01,1,1,2.9495762407505177,High,0,1,0,2025-02
EVT-0399,Kozhikode,Chickenpox,2025-02-04,2025-02-04,1,1,2.9495762407505177,High,0,1,0,2025-02
EVT-0400,Kozhikode,Chickenpox,2025-02-09,2025-02-09,1,1,2.5066578014027585,High,0,1,0,2025-02
EVT-0401,Kozhikode,Chickenpox,2025-02-14,2025-02-14,1,1,2.5066578014027585,High,0,1,0,2025-02
EVT-0402,Kozhikode,Chickenpox,2025-02-16,2025-02-16,1,1,2.198484326378817,Medium,1,0,0,2025-02
EVT-0403,Kozhikode,Chickenpox,2025-02-20,2025-02-20,1,2,3.5052427873817367,Critical,0,0,1,2025-02
EVT-0404,Kozhikode,Chickenpox,2025-03-23,2025-03-23,1,1,2.5066578014027585,High,0,1,0,2025-03
EVT-0405,Kozhikode,Chickenpox,2025-04-07,2025-04-07,1,1,2.5066578014027585,High,0,1,0,2025-04
EVT-0406,Kozhikode,Chickenpox,2025-04-09,2025-04-09,1,1,2.198484326378817,Medium,1,0,0,2025-04
EVT-0407,Kozhikode,Chickenpox,2025-04-12,2025-04-12,1,1,2.198484326378817,Medium,1,0,0,2025-04
EVT-0408,Kozhikode,Chickenpox,2025-05-18,2025-05-18,1,2,5.294651389216597,Critical,0,0,1,2025-05
EVT-0409,Kozhikode,Chickenpox,2025-05-20,2025-05-20,1,1,2.2355921677321913,Medium,1,0,0,2025-05
EVT-0410,Kozhikode,Chickenpox,2025-06-20,2025-06-20,1,1,2.9495762407505173,High,0,1,0,2025-06
EVT-0411,Kozhikode,Chickenpox,2025-06-26,2025-06-26,1,1,2.9495762407505173,High,0,1,0,2025-06
EVT-0412,Kozhikode,Chickenpox,2025-07-03,2025-07-03,1,1,2.506657801402758,High,0,1,0,2025-07
EVT-0413,Kozhikode,Chickenpox,2025-07-05,2025-07-05,1,2,3.717209579620647,Critical,0,0,1,2025-07
EVT-0414,Kozhikode,Chickenpox,2025-08-07,2025-08-07,1,1,2.198484326378817,Medium,1,0,0,2025-08
EVT-0415,Kozhikode,Chickenpox,2025-08-09,2025-08-09,1,1,2.198484326378817,Medium,1,0,0,2025-08
EVT-0416,Kozhikode,Chickenpox,2025-08-15,2025-08-15,1,1,2.198484326378817,Medium,1,0,0,2025-08
EVT-0417,Kozhikode,Chickenpox,2025-08-19,2025-08-19,1,1,2.198484326378817,Medium,1,0,0,2025-08
EVT-0418,Kozhikode,Chickenpox,2025-09-17,2025-09-17,1,2,3.3280183615312664,Critical,0,0,1,2025-09
EVT-0419,Kozhikode,Chickenpox,2025-10-21,2025-10-21,1,1,5.29465138921657,Critical,0,0,1,2025-10
EVT-0420,Kozhikode,Chickenpox,2025-10-23,2025-10-23,1,1,3.6787679096856936,Critical,0,0,1,2025-10
EVT-0421,Kozhikode,Chickenpox,2025-10-25,2025-10-25,1,1,2.949576240750519,High,0,1,0,2025-10
EVT-0422,Kozhikode,Chickenpox,2025-10-27,2025-10-27,1,1,2.506657801402759,High,0,1,0,2025-10
EVT-0423,Kozhikode,Chickenpox,2025-11-04,2025-11-04,1,1,2.1984843263788174,Medium,1,0,0,2025-11
EVT-0424,Kozhikode,Chickenpox,2025-12-08,2025-12-08,1,2,3.3280183615312664,Critical,0,0,1,2025-12
EVT-0425,Kozhikode,Chickenpox,2025-12-24,2025-12-24,1,2,2.5746012173871557,High,0,1,0,2025-12
EVT-0426,Kozhikode,Chikungunya,2025-01-07,2025-01-07,1,1,2.1984843263788187,Medium,1,0,0,2025-01
EVT-0427,Kozhikode,Chikungunya,2025-03-27,2025-03-27,1,1,2.506657801402761,High,0,1,0,2025-03
EVT-0428,Kozhikode,Chikungunya,2025-04-11,2025-04-11,1,1,2.506657801402761,High,0,1,0,2025-04
EVT-0429,Kozhikode,Chikungunya,2025-04-14,2025-04-14,1,1,2.1984843263788187,Medium,1,0,0,2025-04
EVT-0430,Kozhikode,Chikungunya,2025-05-08,2025-05-08,1,1,2.949576240750522,High,0,1,0,2025-05
EVT-0431,Kozhikode,Chikungunya,2025-05-12,2025-05-13,2,1,2.949576240750522,High,0,2,0,2025-05
EVT-0432,Kozhikode,Chikungunya,2025-05-19,2025-05-19,1,1,2.506657801402761,High,0,1,0,2025-05
EVT-0433,Kozhikode,Chikungunya,2025-05-21,2025-05-21,1,1,2.1984843263788187,Medium,1,0,0,2025-05
EVT-0434,Kozhikode,Chikungunya,2025-06-10,2025-06-10,1,1,2.1984843263788187,Medium,1,0,0,2025-06
EVT-0435,Kozhikode,Chikungunya,2025-06-22,2025-06-22,1,1,3.678767909685699,Critical,0,0,1,2025-06
EVT-0436,Kozhikode,Chikungunya,2025-07-03,2025-07-05,3,1,2.949576240750522,High,1,2,0,2025-07
EVT-0437,Kozhikode,Chikungunya,2025-08-04,2025-08-04,1,1,2.506657801402761,High,0,1,0,2025-08
EVT-0438,Kozhikode,Chikungunya,2025-08-09,2025-08-09,1,1,2.949576240750522,High,0,1,0,2025-08
EVT-0439,Kozhikode,Chikungunya,2025-08-14,2025-08-14,1,1,2.506657801402761,High,0,1,0,2025-08
EVT-0440,Kozhikode,Chikungunya,2025-08-19,2025-08-19,1,1,2.1984843263788187,Medium,1,0,0,2025-08
EVT-0441,Kozhikode,Chikungunya,2025-08-27,2025-08-28,2,2,3.5052427873817376,Critical,1,0,1,2025-08
EVT-0442,Kozhikode,Chikungunya,2025-09-27,2025-09-27,1,1,2.506657801402761,High,0,1,0,2025-09
EVT-0443,Kozhikode,Chikungunya,2025-10-02,2025-10-02,1,1,2.1984843263788187,Medium,1,0,0,2025-10
EVT-0444,Kozhikode,Chikungunya,2025-10-11,2025-10-11,1,1,2.1984843263788187,Medium,1,0,0,2025-10
EVT-0445,Kozhikode,Chikungunya,2025-11-01,2025-11-01,1,1,2.506657801402761,High,0,1,0,2025-11
EVT-0446,Kozhikode,Chikungunya,2025-11-03,2025-11-03,1,1,2.1984843263788187,Medium,1,0,0,2025-11
EVT-0447,Kozhikode,Chikungunya,2025-11-08,2025-11-08,1,2,3.177670587308536,Critical,0,0,1,2025-11
EVT-0448,Kozhikode,Chikungunya,2025-11-12,2025-11-12,1,2,2.65605156747342,High,0,1,0,2025-11
EVT-0449,Kozhikode,Chikungunya,2025-11-14,2025-11-14,1,2,2.3715485287555094,Medium,1,0,0,2025-11
EVT-0450,Kozhikode,Chikungunya,2025-12-14,2025-12-15,2,1,2.9495762407505204,High,0,2,0,2025-12
EVT-0451,Kozhikode,Chikungunya,2025-12-17,2025-12-17,1,1,2.5066578014027603,High,0,1,0,2025-12
EVT-0452,Kozhikode,Chikungunya,2025-12-23,2025-12-23,1,1,2.198484326378818,Medium,1,0,0,2025-12
EVT-0453,Kozhikode,Common Cold,2025-01-01,2025-01-01,1,1,2.1984843263788236,Medium,1,0,0,2025-01
EVT-0454,Kozhikode,Common Cold,2025-01-11,2025-01-11,1,1,2.1984843263788236,Medium,1,0,0,2025-01
EVT-0455,Kozhikode,Common Cold,2025-01-20,2025-01-21,2,1,2.506657801402768,High,1,1,0,2025-01
EVT-0456,Kozhikode,Common Cold,2025-01-25,2025-01-25,1,1,2.1984843263788236,Medium,1,0,0,2025-01
EVT-0457,Kozhikode,Common Cold,2025-02-21,2025-02-21,1,1,2.1984843263788236,Medium,1,0,0,2025-02
EVT-0458,Kozhikode,Common Cold,2025-02-24,2025-02-24,1,1,2.1984843263788236,Medium,1,0,0,2025-02
EVT-0459,Kozhikode,Common Cold,2025-02-27,2025-02-27,1,1,2.1984843263788236,Medium,1,0,0,2025-02
EVT-0460,Kozhikode,Common Cold,2025-04-04,2025-04-04,1,1,5.294651389216635,Critical,0,0,1,2025-04
EVT-0461,Kozhikode,Common Cold,2025-04-14,2025-04-15,2,1,3.6787679096857167,Critical,0,1,1,2025-04
EVT-0462,Kozhikode,Common Cold,2025-04-17,2025-04-17,1,1,2.506657801402768,High,0,1,0,2025-04
EVT-0463,Kozhikode,Common Cold,2025-05-01,2025-05-01,1,1,2.1984843263788236,Medium,1,0,0,2025-05
