District,Date,Confirmed,Recovered,Active,Death
eranakulam,24-06-2022,930,985,11368,2
eranakulam,25-06-2022,863,730,11497,4
eranakulam,26-06-2022,705,764,11438,0
eranakulam,27-06-2022,616,732,11321,1
eranakulam,28-06-2022,1162,766,11714,3
eranakulam,29-06-2022,985,1075,11623,1
eranakulam,30-06-2022,929,920,11631,1
eranakulam,1/7/2022,844,931,11543,1
eranakulam,2/7/2022,837,916,11463,1
eranakulam,3/7/2022,648,785,11326,0
eranakulam,4/7/2022,522,821,11023,4
eranakulam,5/7/2022,963,656,11329,1
eranakulam,6/7/2022,753,1041,11037,4
eranakulam,7/7/2022,736,1017,10749,7
eranakulam,8/7/2022,670,890,10526,3
eranakulam,9/7/2022,694,817,10399,4
eranakulam,10/7/2022,506,781,10122,2
eranakulam,11/7/2022,506,762,9866,0
eranakulam,12/7/2022,731,505,10091,1
eranakulam,13-07-2022,709,902,9893,5
eranakulam,14-07-2022,667,805,9749,6
eranakulam,15-07-2022,634,705,9672,6
eranakulam,16-07-2022,554,652,9566,8
eranakulam,17-07-2022,445,640,9369,2
eranakulam,18-07-2022,387,582,9174,0
eranakulam,20-07-2022,598,734,9035,3
eranakulam,21-07-2022,569,697,8903,4
eranakulam,22-07-2022,408,653,8657,1
eranakulam,19-07-2022,522,496,8681,2
eranakulam,23-07-2022,450,660,8469,2
eranakulam,24-07-2022,345,487,8327,0
eranakulam,25-07-2022,337,487,8175,2
eranakulam,26-07-2022,422,377,8218,2
eranakulam,27-07-2022,339,491,8064,2
eranakulam,28-07-2022,395,612,7842,5
eranakulam,29-07-2022,323,549,7612,4
eranakulam,30-07-2022,325,402,7533,2
eranakulam,31-07-2022,266,421,7378,0
eranakulam,1/8/2022,204,365,7217,0
eranakulam,2/8/2022,304,346,7175,0
eranakulam,3/8/2022,281,407,7045,4
eranakulam,4/8/2022,310,353,7001,1
eranakulam,5/8/2022,236,344,6892,1
eranakulam,6/8/2022,285,315,6862,0
eranakulam,7/8/2022,195,251,6799,7
eranakulam,8/8/2022,154,288,6665,0
eranakulam,9/8/2022,323,232,6755,1
eranakulam,10/8/2022,308,301,6762,0
eranakulam,11/8/2022,296,257,6798,3
eranakulam,12/8/2022,322,339,6781,0
eranakulam,13-08-2022,278,178,6879,2
eranakulam,14-08-2022,213,290,6802,0
eranakulam,15-08-2022,105,197,6708,2
eranakulam,16-08-2022,280,201,6787,0
eranakulam,17-08-2022,340,287,6838,2
eranakulam,18-08-2022,296,300,6832,2
eranakulam,19-08-2022,289,301,6817,3
eranakulam,20-08-2022,287,304,6798,2
eranakulam,21-08-2022,260,265,6793,0
eranakulam,22-08-2022,224,274,6742,1
eranakulam,23-08-2022,321,77,6986,0
eranakulam,24-08-2022,314,290,7010,0
eranakulam,25-08-2022,314,344,6980,0
eranakulam,26-08-2022,341,289,7021,11
eranakulam,27-08-2022,264,256,7023,6
eranakulam,28-08-2022,309,286,7046,0
eranakulam,29-08-2022,224,311,6957,2
eranakulam,30-08-2022,488,179,7261,5
eranakulam,1/9/2022,348,338,7271,0
eranakulam,2/9/2022,420,323,7366,2
eranakulam,3/9/2022,352,314,7404,0
eranakulam,4/9/2022,274,233,7444,1
eranakulam,5/9/2022,289,372,7359,2
eranakulam,6/9/2022,496,219,7633,3
eranakulam,7/9/2022,324,427,7530,0
eranakulam,8/9/2022,270,350,7450,0
eranakulam,9/9/2022,274,393,7330,1
trissur,30-01-2020,1,0,1,0
trissur,20-02-2020,0,1,0,0
trissur,12/3/2020,1,0,1,0
trissur,23-03-2020,1,0,2,0
trissur,25-03-2020,0,1,1,0
trissur,26-03-2020,2,0,3,0
trissur,27-03-2020,1,0,4,0
trissur,29-03-2020,1,0,5,0
trissur,31-03-2020,1,0,6,0
trissur,1/4/2020,2,0,8,0
trissur,2/4/2020,1,0,9,0
trissur,3/4/2020,1,0,10,0
trissur,6/4/2020,0,1,9,0
trissur,8/4/2020,1,3,7,0
trissur,10/4/2020,0,1,6,0
trissur,11/4/2020,0,1,5,0
trissur,13-04-2020,0,3,2,0
trissur,14-04-2020,0,1,1,0
trissur,19-04-2020,0,1,0,0
trissur,10/5/2020,2,0,2,0
trissur,16-05-2020,4,0,6,0
trissur,17-05-2020,1,0,7,0
trissur,18-05-2020,4,0,11,0
trissur,19-05-2020,1,0,12,0
trissur,20-05-2020,2,2,12,0
trissur,21-05-2020,3,0,15,0
trissur,22-05-2020,4,0,18,1
trissur,26-05-2020,4,0,22,0
trissur,28-05-2020,7,0,29,0
trissur,29-05-2020,6,0,35,0
trissur,30-05-2020,10,3,42,0
trissur,31-05-2020,3,0,45,0
trissur,1/6/2020,9,0,54,0
trissur,2/6/2020,6,0,60,0
trissur,3/6/2020,4,1,63,0
trissur,4/6/2020,4,2,65,0
trissur,5/6/2020,8,5,68,0
trissur,6/6/2020,16,0,84,0
trissur,7/6/2020,26,13,97,0
trissur,8/6/2020,27,0,123,1
trissur,9/6/2020,6,4,125,0
trissur,10/6/2020,9,0,133,1
trissur,11/6/2020,25,7,151,0
trissur,12/6/2020,14,4,161,0
trissur,13-06-2020,4,3,162,0
trissur,14-06-2020,7,8,161,0
trissur,15-06-2020,3,6,158,0
trissur,16-06-2020,7,3,162,0
trissur,17-06-2020,8,11,159,0
trissur,18-06-2020,6,22,143,0
trissur,19-06-2020,1,13,131,0
trissur,20-06-2020,6,0,137,0
trissur,21-06-2020,16,38,115,0
trissur,22-06-2020,12,6,121,0
trissur,23-06-2020,14,10,125,0
trissur,24-06-2020,15,4,136,0
trissur,25-06-2020,10,3,143,0
trissur,26-06-2020,7,15,135,0
trissur,27-06-2020,22,7,150,0
trissur,28-06-2020,17,5,162,0
trissur,29-06-2020,26,5,183,0
trissur,30-06-2020,4,13,174,0
trissur,1/7/2020,16,16,174,0
trissur,2/7/2020,9,8,175,0
trissur,3/7/2020,21,5,191,0
trissur,4/7/2020,20,10,201,0
trissur,5/7/2020,12,12,201,0
trissur,6/7/2020,14,16,199,0
trissur,7/7/2020,10,6,203,0
trissur,8/7/2020,25,11,217,0
trissur,9/7/2020,27,29,215,0
trissur,10/7/2020,17,19,213,0
trissur,11/7/2020,29,17,225,0
trissur,12/7/2020,19,20,223,1
trissur,13-07-2020,9,16,216,0
trissur,14-07-2020,42,10,248,0
trissur,15-07-2020,5,2,251,0
trissur,16-07-2020,32,8,274,1
trissur,17-07-2020,32,31,274,1
trissur,18-07-2020,21,11,284,0
trissur,19-07-2020,61,21,324,0
trissur,20-07-2020,42,45,321,0
trissur,21-07-2020,19,6,334,0
trissur,22-07-2020,56,33,357,0
trissur,23-07-2020,83,21,419,0
trissur,24-07-2020,33,12,440,0
trissur,25-07-2020,36,37,439,0
trissur,26-07-2020,41,57,422,1
trissur,27-07-2020,40,45,417,0
trissur,28-07-2020,109,45,481,0
trissur,29-07-2020,31,56,456,0
trissur,30-07-2020,83,68,471,0
trissur,31-07-2020,60,27,504,0
trissur,1/8/2020,76,54,525,1
trissur,2/8/2020,58,63,520,0
trissur,3/8/2020,85,52,553,0
trissur,4/8/2020,72,45,580,0
trissur,5/8/2020,86,51,615,0
trissur,6/8/2020,74,48,641,0
trissur,7/8/2020,33,60,613,0
trissur,8/8/2020,64,72,605,0
trissur,9/8/2020,24,57,572,0
trissur,10/8/2020,40,60,552,0
trissur,11/8/2020,32,65,519,0
trissur,12/8/2020,19,55,483,0
trissur,13-08-2020,75,47,511,0
trissur,14-08-2020,80,53,537,1
trissur,15-08-2020,85,63,559,0
trissur,16-08-2020,30,64,525,0
trissur,17-08-2020,156,42,639,0
trissur,18-08-2020,48,33,654,0
trissur,19-08-2020,97,28,723,0
trissur,20-08-2020,72,35,759,0
trissur,21-08-2020,119,55,823,0
trissur,22-08-2020,179,50,950,2
trissur,23-08-2020,116,70,996,0
trissur,24-08-2020,46,62,980,0
trissur,25-08-2020,227,90,1117,0
trissur,26-08-2020,204,100,1221,0
trissur,27-08-2020,162,95,1287,1
trissur,28-08-2020,189,110,1366,0
trissur,29-08-2020,225,142,1449,0
trissur,30-08-2020,151,115,1484,1
trissur,31-08-2020,85,125,1444,0
trissur,1/9/2020,133,120,1457,0
trissur,2/9/2020,121,100,1478,0
trissur,3/9/2020,93,145,1426,0
trissur,4/9/2020,204,140,1488,2
trissur,5/9/2020,169,110,1546,1
trissur,6/9/2020,169,145,1570,0
trissur,7/9/2020,128,155,1542,1
trissur,8/9/2020,129,110,1560,1
trissur,9/9/2020,323,145,1737,1
trissur,10/9/2020,300,83,1953,1
trissur,11/9/2020,184,105,2029,3
trissur,12/9/2020,172,135,2064,2
trissur,13-09-2020,182,115,2130,1
trissur,14-09-2020,161,140,2151,0
trissur,15-09-2020,188,120,2216,3
trissur,16-09-2020,263,220,2259,0
trissur,17-09-2020,296,140,2413,2
trissur,18-09-2020,326,142,2596,1
trissur,19-09-2020,351,191,2752,4
trissur,20-09-2020,322,210,2862,2
trissur,21-09-2020,183,140,2905,0
trissur,22-09-2020,369,240,3033,1
trissur,23-09-2020,478,180,3331,0
trissur,24-09-2020,474,327,3476,1
trissur,25-09-2020,607,252,3828,3
trissur,26-09-2020,594,240,4180,2
trissur,27-09-2020,573,215,4537,1
trissur,28-09-2020,383,240,4680,0
trissur,29-09-2020,484,236,4925,3
trissur,30-09-2020,808,155,5578,0
trissur,1/10/2020,613,290,5895,6
trissur,2/10/2020,812,270,6437,0
trissur,3/10/2020,778,420,6794,1
trissur,4/10/2020,793,260,7327,0
trissur,5/10/2020,425,285,7463,3
trissur,6/10/2020,757,380,7840,0
trissur,7/10/2020,948,320,8468,0
trissur,8/10/2020,385,460,8393,0
trissur,9/10/2020,755,860,8287,1
trissur,13-10-2020,1010,650,9329,0
trissur,14-10-2020,581,631,9279,0
trissur,15-10-2020,867,550,9595,1
trissur,16-10-2020,809,831,9568,5
trissur,17-10-2020,1109,1227,9447,3
trissur,18-10-2020,862,1006,9301,2
trissur,19-10-2020,533,1261,8570,3
trissur,20-10-2020,896,760,8701,5
trissur,21-10-2020,946,203,9438,6
trissur,22-10-2020,847,1170,9113,2
trissur,23-10-2020,1020,939,9193,1
trissur,24-10-2020,1086,481,9795,3
trissur,25-10-2020,1011,483,10323,0
trissur,26-10-2020,480,723,10076,4
trissur,27-10-2020,730,1103,9697,6
trissur,28-10-2020,1018,916,9789,10
trissur,29-10-2020,983,1037,9733,2
trissur,30-10-2020,1096,778,10048,3
trissur,31-10-2020,1112,582,10572,6
trissur,1/11/2020,943,1049,10464,2
trissur,2/11/2020,433,967,9928,2
trissur,3/11/2020,856,921,9859,4
trissur,4/11/2020,1114,936,10031,6
trissur,5/11/2020,900,1032,9896,2
trissur,6/11/2020,951,1042,9801,4
trissur,7/11/2020,864,423,10239,3
trissur,8/11/2020,641,834,10036,10
trissur,9/11/2020,430,904,9562,0
trissur,13-11-2020,677,866,8673,3
trissur,14-11-2020,759,431,8996,5
trissur,15-11-2020,425,892,8525,4
trissur,16-11-2020,228,647,8106,0
trissur,17-11-2020,667,723,8047,3
trissur,18-11-2020,703,793,7950,7
trissur,19-11-2020,631,836,7741,4
trissur,20-11-2020,653,803,7584,7
trissur,21-11-2020,483,680,7386,1
trissur,22-11-2020,543,417,7506,6
trissur,23-11-2020,278,674,7106,4
trissur,24-11-2020,556,924,6735,3
trissur,25-11-2020,652,631,6752,4
trissur,26-11-2020,573,589,6730,6
trissur,27-11-2020,525,826,6424,5
trissur,28-11-2020,647,405,6660,5
trissur,29-11-2020,525,293,6886,6
trissur,30-11-2020,250,659,6471,6
trissur,1/12/2020,630,683,6414,4
trissur,2/12/2020,655,537,6531,1
trissur,3/12/2020,647,734,6440,4
trissur,4/12/2020,528,377,6589,2
trissur,5/12/2020,536,590,6523,11
trissur,6/12/2020,476,270,6726,3
trissur,7/12/2020,304,563,6463,4
trissur,8/12/2020,625,700,6382,6
trissur,9/12/2020,511,470,6418,5
trissur,13-12-2020,438,276,6054,3
trissur,14-12-2020,268,575,5747,0
trissur,15-12-2020,712,706,5748,5
trissur,16-12-2020,585,550,5781,2
trissur,17-12-2020,457,440,5798,0
trissur,18-12-2020,630,577,5850,1
trissur,19-12-2020,656,442,6064,0
trissur,20-12-2020,408,279,6189,4
trissur,21-12-2020,259,590,5854,3
trissur,22-12-2020,747,606,5994,1
trissur,23-12-2020,564,420,6138,0
trissur,24-12-2020,591,292,6434,3
trissur,25-12-2020,374,594,6214,0
trissur,26-12-2020,377,391,6200,0
trissur,27-12-2020,384,257,6326,1
trissur,28-12-2020,294,676,5944,0
trissur,29-12-2020,649,604,5982,7
trissur,30-12-2020,450,451,5980,1
trissur,31-12-2020,515,590,5900,5
trissur,1/1/2021,436,637,5698,0
trissur,2/1/2021,414,418,5690,4
trissur,3/1/2021,328,277,5737,4
trissur,4/1/2021,281,677,5339,2
trissur,5/1/2021,616,520,5434,1
trissur,6/1/2021,502,542,5392,1
trissur,7/1/2021,432,395,5427,2
trissur,8/1/2021,500,366,5557,4
trissur,9/1/2021,403,403,5557,0
trissur,10/1/2021,335,303,5587,2
trissur,11/1/2021,168,563,5190,2
trissur,12/1/2021,479,432,5235,2
trissur,13-01-2021,437,518,5151,3
trissur,14-01-2021,446,402,5195,0
trissur,15-01-2021,499,426,5266,2
trissur,16-01-2021,421,367,5319,1
trissur,17-01-2021,262,433,5146,2
trissur,18-01-2021,182,605,4722,1
trissur,19-01-2021,540,329,4928,5
trissur,20-01-2021,441,442,4927,0
trissur,21-01-2021,468,402,4989,4
trissur,22-01-2021,547,463,5070,2
trissur,23-01-2021,401,412,5057,2
trissur,24-01-2021,436,383,5106,4
trissur,25-01-2021,301,222,5185,0
trissur,26-01-2021,579,485,5277,2
trissur,27-01-2021,336,428,5184,0
trissur,28-01-2021,424,612,4992,4
trissur,29-01-2021,497,588,4900,1
trissur,30-01-2021,524,524,4892,7
trissur,31-01-2021,378,484,4786,0
trissur,1/2/2021,263,523,4524,1
trissur,2/2/2021,565,437,4652,0
trissur,3/2/2021,479,559,4571,1
trissur,4/2/2021,481,439,4611,2
trissur,5/2/2021,495,494,4612,0
trissur,6/2/2021,448,451,4609,0
trissur,7/2/2021,421,398,4631,1
trissur,8/2/2021,288,483,4433,3
trissur,9/2/2021,498,506,4423,2
trissur,10/2/2021,540,440,4522,1
trissur,11/2/2021,375,373,4523,1
trissur,12/2/2021,472,414,4580,1
trissur,13-02-2021,553,477,4653,3
trissur,14-02-2021,377,452,4575,3
trissur,15-02-2021,173,477,4268,3
trissur,16-02-2021,503,494,4276,1
trissur,17-02-2021,442,426,4289,3
trissur,18-02-2021,346,340,4293,2
trissur,19-02-2021,336,430,4197,2
trissur,20-02-2021,503,404,4292,3
trissur,21-02-2021,361,450,4200,2
trissur,22-02-2021,141,395,3945,1
trissur,23-02-2021,386,351,3979,1
trissur,24-02-2021,341,362,3958,0
trissur,25-02-2021,260,366,3850,2
trissur,26-02-2021,490,276,4063,1
trissur,27-02-2021,416,385,4092,2
trissur,28-02-2021,201,355,3934,4
trissur,1/3/2021,107,272,3765,4
trissur,2/3/2021,354,339,3774,5
trissur,3/3/2021,242,307,3707,2
trissur,4/3/2021,248,357,3596,2
trissur,5/3/2021,283,308,3568,3
trissur,6/3/2021,231,232,3565,2
trissur,7/3/2021,213,462,3315,1
trissur,8/3/2021,90,304,3101,0
trissur,9/3/2021,244,272,3071,2
trissur,10/3/2021,195,264,2998,4
trissur,11/3/2021,172,241,2927,2
trissur,12/3/2021,197,245,2878,1
trissur,13-03-2021,153,436,2592,3
trissur,14-03-2021,108,243,2455,2
trissur,15-03-2021,70,225,2299,1
trissur,16-03-2021,166,216,2249,0
trissur,17-03-2021,137,202,2182,2
trissur,18-03-2021,131,200,2107,6
trissur,19-03-2021,203,244,2065,1
trissur,20-03-2021,166,248,1980,3
trissur,21-03-2021,173,199,1954,0
trissur,22-03-2021,89,215,1827,1
trissur,23-03-2021,196,211,1810,2
trissur,24-03-2021,195,219,1782,3
trissur,25-03-2021,94,185,1690,1
trissur,26-03-2021,137,139,1686,2
trissur,27-03-2021,198,196,1688,0
trissur,28-03-2021,176,155,1708,1
trissur,29-03-2021,88,201,1595,0
trissur,30-03-2021,208,147,1654,2
trissur,31-03-2021,170,199,1625,0
trissur,1/4/2021,240,181,1683,1
trissur,2/4/2021,182,184,1680,1
trissur,3/4/2021,201,163,1716,2
trissur,4/4/2021,210,171,1754,1
trissur,5/4/2021,176,164,1766,0
trissur,6/4/2021,282,186,1862,0
trissur,7/4/2021,280,175,1967,0
trissur,8/4/2021,393,202,2156,2
trissur,9/4/2021,414,207,2361,2
trissur,10/4/2021,530,218,2670,3
trissur,11/4/2021,423,205,2887,1
trissur,12/4/2021,320,207,2998,2
trissur,13-04-2021,690,186,3502,0
trissur,14-04-2021,544,249,3792,5
trissur,15-04-2021,704,234,4262,0
trissur,16-04-2021,737,245,4753,1
trissur,17-04-2021,1149,348,5550,4
trissur,18-04-2021,1780,428,6896,6
trissur,19-04-2021,1388,502,7780,2
trissur,20-04-2021,1868,521,9121,6
trissur,21-04-2021,2293,452,10961,1
trissur,22-04-2021,2781,579,13159,4
trissur,23-04-2021,2952,614,15492,5
trissur,24-04-2021,2584,684,17391,1
trissur,25-04-2021,2871,769,19488,5
trissur,26-04-2021,2416,861,21040,3
trissur,27-04-2021,3097,1302,22835,0
trissur,28-04-2021,4107,1152,25782,8
trissur,29-04-2021,3954,1361,28366,9
trissur,30-04-2021,4281,1283,31360,4
trissur,1/5/2021,4070,1467,33942,21
trissur,2/5/2021,3942,1242,36628,14
trissur,3/5/2021,2621,1486,37756,7
trissur,4/5/2021,3567,1686,39637,0
trissur,5/5/2021,3731,1532,41822,14
trissur,6/5/2021,3587,1519,43884,6
trissur,7/5/2021,3738,1837,45779,6
trissur,8/5/2021,4230,1686,48310,13
trissur,9/5/2021,3753,1929,50118,16
trissur,10/5/2021,3280,2076,51315,7
trissur,11/5/2021,3282,2161,52425,11
trissur,12/5/2021,3994,2319,54080,20
trissur,13-05-2021,3587,2403,55254,9
trissur,14-05-2021,3162,2679,55712,25
trissur,15-05-2021,3334,2742,56292,12
trissur,16-05-2021,3056,2989,56345,14
trissur,17-05-2021,2045,17884,40498,8
trissur,18-05-2021,2312,4898,37893,19
trissur,19-05-2021,2888,4844,35937,0
trissur,20-05-2021,2231,7332,30825,11
trissur,21-05-2021,2481,6814,26490,2
trissur,22-05-2021,2404,7353,21528,12
trissur,23-05-2021,2506,4874,19149,11
trissur,24-05-2021,1430,6501,14015,62
trissur,25-05-2021,2147,2489,13663,9
trissur,26-05-2021,2209,1827,14038,7
trissur,27-05-2021,1938,1531,14411,33
trissur,28-05-2021,1726,2073,14046,18
trissur,29-05-2021,1707,2574,13163,16
trissur,30-05-2021,2034,2403,12777,17
trissur,31-05-2021,1055,2437,11361,34
trissur,1/6/2021,1598,2157,10786,15
trissur,2/6/2021,1401,1706,10454,26
trissur,3/6/2021,1766,1634,10562,24
trissur,4/6/2021,1510,1726,10342,4
trissur,5/6/2021,1582,1537,10365,22
trissur,6/6/2021,1417,1472,10299,11
trissur,7/6/2021,925,1325,9876,23
trissur,8/6/2021,1213,1128,9957,4
trissur,9/6/2021,1447,1212,10179,13
trissur,10/6/2021,1359,1254,10272,12
trissur,11/6/2021,1291,1222,10327,14
trissur,12/6/2021,1319,1263,10367,16
trissur,13-06-2021,1373,1227,10498,14
trissur,14-06-2021,770,1147,10109,12
trissur,15-06-2021,1095,837,10364,3
trissur,16-06-2021,1162,1130,10380,16
trissur,17-06-2021,1157,1189,10346,2
trissur,18-06-2021,972,1084,10231,3
trissur,19-06-2021,1422,935,10714,4
trissur,20-06-2021,1113,1251,10559,17
trissur,21-06-2021,820,1907,9464,8
trissur,22-06-2021,1298,1272,9479,11
trissur,23-06-2021,1210,1303,9380,6
trissur,24-06-2021,1025,1185,9208,12
trissur,25-06-2021,1134,1133,9199,10
trissur,26-06-2021,1311,1194,9308,8
trissur,27-06-2021,941,1158,9086,5
trissur,28-06-2021,944,1108,8916,6
trissur,29-06-2021,1483,1162,9223,14
trissur,30-06-2021,1500,1176,9525,22
trissur,1/7/2021,1304,1386,9427,16
trissur,2/7/2021,1175,1154,9423,25
trissur,3/7/2021,1450,1856,9008,9
trissur,4/7/2021,1240,1528,8717,3
trissur,5/7/2021,922,1513,8118,8
trissur,6/7/2021,1363,1452,8011,18
trissur,7/7/2021,1724,1209,8518,8
trissur,8/7/2021,1403,1206,8700,15
trissur,9/7/2021,1344,1243,8789,12
trissur,10/7/2021,1705,1254,9226,14
trissur,11/7/2021,1307,1334,9199,0
trissur,12/7/2021,1092,1222,9053,16
trissur,13-07-2021,1364,1326,9083,8
trissur,14-07-2021,1704,1353,9417,17
trissur,15-07-2021,1405,1567,9240,15
trissur,16-07-2021,1558,1551,9228,19
trissur,17-07-2021,1758,1432,9539,15
trissur,18-07-2021,1486,1539,9475,11
trissur,19-07-2021,996,1429,9034,8
trissur,20-07-2021,1929,1479,9468,16
trissur,21-07-2021,1983,1583,9855,13
trissur,22-07-2021,1605,1888,9558,14
trissur,23-07-2021,2023,1826,9736,19
trissur,24-07-2021,2498,1970,10251,13
trissur,25-07-2021,2190,2006,10425,10
trissur,26-07-2021,1498,2022,9896,5
trissur,27-07-2021,2623,2016,10486,17
trissur,28-07-2021,3005,2034,11447,10
trissur,29-07-2021,2752,2713,11469,17
trissur,30-07-2021,2287,2659,11084,13
trissur,31-07-2021,2693,2432,11331,14
trissur,1/8/2021,2689,2256,11764,0
trissur,2/8/2021,2350,2313,11772,29
trissur,3/8/2021,2908,2293,12364,23
trissur,4/8/2021,2912,2651,12612,13
trissur,5/8/2021,2921,2605,12914,14
trissur,6/8/2021,2167,2584,12473,24
trissur,7/8/2021,2500,2418,12540,15
trissur,8/8/2021,2472,2815,12197,0
trissur,9/8/2021,1762,2717,11214,28
trissur,10/8/2021,2231,2694,10736,15
trissur,11/8/2021,3124,2602,11239,19
trissur,12/8/2021,2465,2847,10839,18
trissur,13-08-2021,2384,2679,10527,17
trissur,14-08-2021,2475,2551,10444,7
trissur,15-08-2021,2423,2536,10314,17
trissur,16-08-2021,1394,2483,9208,17
trissur,17-08-2021,2470,2468,9193,17
trissur,18-08-2021,2307,2530,8949,21
trissur,19-08-2021,2873,2542,9251,29
trissur,20-08-2021,2795,2492,9543,11
trissur,21-08-2021,2027,2433,9137,0
trissur,22-08-2021,1007,2289,7836,19
trissur,23-08-2021,1828,2117,7537,10
trissur,24-08-2021,3046,2476,8076,31
trissur,25-08-2021,3865,2517,9390,34
trissur,26-08-2021,3157,2204,10324,19
trissur,27-08-2021,3953,2490,11751,36
trissur,28-08-2021,3957,2521,13168,19
trissur,29-08-2021,3965,2359,14758,16
trissur,30-08-2021,3177,2662,15262,11
trissur,31-08-2021,2806,2602,15447,19
trissur,1/9/2021,4425,2597,17250,25
trissur,2/9/2021,4334,2700,18865,19
trissur,3/9/2021,3530,2803,19574,18
trissur,4/9/2021,3474,2791,20235,22
trissur,5/9/2021,3214,2696,20753,0
trissur,6/9/2021,3120,2528,21319,26
trissur,7/9/2021,2557,2776,21068,32
trissur,8/9/2021,3832,2698,22179,23
trissur,9/9/2021,3279,2812,22627,19
trissur,10/9/2021,3226,2833,23005,15
trissur,11/9/2021,2812,2878,22914,25
trissur,12/9/2021,2451,2845,22520,0
trissur,13-09-2021,2158,2790,21870,18
trissur,14-09-2021,1936,2843,20957,6
trissur,15-09-2021,1567,2807,19690,27
trissur,16-09-2021,3252,2992,19932,18
trissur,17-09-2021,4013,2928,20988,29
trissur,18-09-2021,2329,2640,20657,20
trissur,19-09-2021,2620,2584,20681,12
trissur,20-09-2021,2504,2369,20798,18
trissur,21-09-2021,1843,2448,20168,25
trissur,22-09-2021,2266,2386,20033,15
trissur,23-09-2021,3033,2455,20584,27
trissur,24-09-2021,2784,2587,20749,32
trissur,25-09-2021,1801,2496,20024,30
trissur,26-09-2021,1855,4764,17106,9
trissur,27-09-2021,1667,4496,14264,13
trissur,28-09-2021,1271,3706,11809,20
trissur,29-09-2021,1541,3976,9344,30
trissur,30-09-2021,1918,2572,8667,23
trissur,1/10/2021,1823,2203,8274,13
trissur,2/10/2021,1579,2002,7842,9
trissur,3/10/2021,1552,1738,7656,0
trissur,4/10/2021,1077,1273,7450,10
trissur,5/10/2021,1367,1432,7375,10
trissur,6/10/2021,1110,1420,7052,13
trissur,7/10/2021,1698,1846,6895,9
trissur,8/10/2021,1311,1433,6756,17
trissur,9/10/2021,930,1421,6257,8
trissur,13-10-2021,1111,1374,5365,17
trissur,14-10-2021,1045,1354,5041,15
trissur,15-10-2021,1091,1296,4831,5
trissur,16-10-2021,812,1304,4331,8
trissur,17-10-2021,998,1172,4143,14
trissur,18-10-2021,732,1602,3267,6
trissur,19-10-2021,1017,1247,3027,10
trissur,20-10-2021,1168,1137,3055,3
trissur,21-10-2021,1031,1181,2890,15
trissur,22-10-2021,910,1121,2639,40
trissur,23-10-2021,1105,1034,2703,7
trissur,24-10-2021,852,1085,2462,8
trissur,25-10-2021,560,953,2050,19
trissur,26-10-2021,974,963,1955,106
trissur,27-10-2021,952,987,1758,162
trissur,28-10-2021,836,145,2445,4
trissur,29-10-2021,847,440,2841,11
trissur,30-10-2021,829,121,3522,27
trissur,31-10-2021,753,38,4178,59
trissur,1/11/2021,537,107,4581,27
trissur,2/11/2021,780,107,5247,7
trissur,3/11/2021,649,1472,4280,144
trissur,4/11/2021,875,110,5045,0
trissur,5/11/2021,743,27,5726,35
trissur,6/11/2021,724,119,6329,2
trissur,7/11/2021,726,74,6981,0
trissur,8/11/2021,569,25,7518,7
trissur,9/11/2021,734,98,8148,6
trissur,13-11-2021,772,854,5084,1
trissur,14-11-2021,637,869,4852,0
trissur,15-11-2021,484,781,4554,1
trissur,16-11-2021,732,658,4626,2
trissur,17-11-2021,760,1014,4287,85
trissur,18-11-2021,591,612,4103,163
trissur,19-11-2021,530,794,3835,4
trissur,20-11-2021,722,507,4049,1
trissur,21-11-2021,521,938,3632,0
trissur,22-11-2021,247,858,2987,34
trissur,23-11-2021,619,514,3084,8
trissur,24-11-2021,428,764,2745,3
trissur,25-11-2021,450,445,2749,1
trissur,26-11-2021,485,695,2422,117
trissur,27-11-2021,509,512,2313,106
trissur,28-11-2021,434,479,2268,0
trissur,29-11-2021,237,632,1865,8
trissur,30-11-2021,492,656,1694,7
trissur,1/12/2021,526,390,1824,6
trissur,2/12/2021,395,390,1742,87
trissur,3/12/2021,511,502,1681,70
trissur,4/12/2021,489,433,1734,3
trissur,5/12/2021,345,355,1724,0
trissur,6/12/2021,262,598,1387,1
trissur,7/12/2021,468,464,1388,3
trissur,8/12/2021,425,343,1469,1
trissur,9/12/2021,341,344,1463,3
trissur,13-12-2021,136,242,885,9
trissur,14-12-2021,306,384,804,3
trissur,15-12-2021,342,222,915,9
trissur,16-12-2021,269,353,827,4
trissur,17-12-2021,263,481,519,90
trissur,18-12-2021,315,262,527,45
trissur,19-12-2021,203,361,368,1
trissur,20-12-2021,120,349,138,1
trissur,21-12-2021,244,363,19,0
trissur,22-12-2021,194,186,23,4
trissur,5/1/2022,376,62,118,0
trissur,6/1/2022,471,82,507,0
trissur,7/1/2022,437,261,680,3
trissur,8/1/2022,561,153,1000,88
trissur,9/1/2022,407,93,1302,12
trissur,10/1/2022,389,306,1384,1
trissur,11/1/2022,943,42,2285,0
trissur,12/1/2022,989,108,3163,3
trissur,13-01-2022,1067,145,4039,46
trissur,14-01-2022,1389,185,5206,37
trissur,15-01-2022,1731,201,6736,0
trissur,16-01-2022,1700,276,8160,0
trissur,17-01-2022,1861,402,9618,1
trissur,18-01-2022,2622,209,12030,1
trissur,19-01-2022,3604,904,14726,4
trissur,20-01-2022,3627,1072,17228,53
trissur,21-01-2022,3667,1432,19460,3
